date,city,blood_bank,blood_group,units_available,thalassemia_units_required
2025-04-02,Bhopal,City Care Blood Bank,A-,11,10
2025-04-02,Bhopal,City Care Blood Bank,B+,103,1
2025-04-02,Bhopal,City Care Blood Bank,B-,20,3
2025-04-02,Bhopal,City Care Blood Bank,AB+,66,10
2025-04-02,Bhopal,City Care Blood Bank,AB-,13,2
2025-04-02,Bhopal,City Care Blood Bank,O+,12,0
2025-04-02,Bhopal,City Care Blood Bank,O-,0,6
2025-04-02,Bhopal,LifeLine Blood Center,A+,45,5
2025-04-02,Bhopal,LifeLine Blood Center,A-,15,1
2025-04-02,Bhopal,LifeLine Blood Center,B+,47,7
2025-04-02,Bhopal,LifeLine Blood Center,B-,8,2
2025-04-02,Bhopal,LifeLine Blood Center,AB+,21,0
2025-04-02,Bhopal,LifeLine Blood Center,AB-,3,7
2025-04-02,Bhopal,LifeLine Blood Center,O+,18,6
2025-04-02,Bhopal,LifeLine Blood Center,O-,6,5
2025-04-02,Bhopal,Hope Blood Bank,A+,48,10
2025-04-02,Bhopal,Hope Blood Bank,A-,21,3
2025-04-02,Bhopal,Hope Blood Bank,B+,25,1
2025-04-02,Bhopal,Hope Blood Bank,B-,6,9
2025-04-02,Bhopal,Hope Blood Bank,AB+,22,7
2025-04-02,Bhopal,Hope Blood Bank,AB-,8,7
2025-04-02,Bhopal,Hope Blood Bank,O+,83,6
2025-04-02,Bhopal,Hope Blood Bank,O-,8,5
2025-04-02,Bhopal,Metro Blood Bank,A+,92,0
2025-04-02,Bhopal,Metro Blood Bank,A-,21,2
2025-04-02,Bhopal,Metro Blood Bank,B+,101,4
2025-04-02,Bhopal,Metro Blood Bank,B-,25,4
2025-04-02,Bhopal,Metro Blood Bank,AB+,71,4
2025-04-02,Bhopal,Metro Blood Bank,AB-,13,8
2025-04-02,Bhopal,Metro Blood Bank,O+,28,0
2025-04-02,Bhopal,Metro Blood Bank,O-,2,4
2025-04-02,Indore,Red Cross Blood Bank,A+,82,10
2025-04-02,Indore,Red Cross Blood Bank,A-,19,4
2025-04-02,Indore,Red Cross Blood Bank,B+,27,10
2025-04-02,Indore,Red Cross Blood Bank,B-,6,8
2025-04-02,Indore,Red Cross Blood Bank,AB+,61,5
2025-04-02,Indore,Red Cross Blood Bank,AB-,9,8
2025-04-02,Indore,Red Cross Blood Bank,O+,38,9
2025-04-02,Indore,Red Cross Blood Bank,O-,22,3
2025-04-02,Indore,City Care Blood Bank,A+,64,10
2025-04-02,Indore,City Care Blood Bank,A-,28,4
2025-04-02,Indore,City Care Blood Bank,B+,55,8
2025-04-02,Indore,City Care Blood Bank,B-,19,7
2025-04-02,Indore,City Care Blood Bank,AB+,114,8
2025-04-02,Indore,City Care Blood Bank,AB-,3,6
2025-04-02,Indore,City Care Blood Bank,O+,114,10
2025-04-02,Indore,City Care Blood Bank,O-,22,0
2025-04-02,Indore,LifeLine Blood Center,A+,106,4
2025-04-02,Indore,LifeLine Blood Center,A-,14,9
2025-04-02,Indore,LifeLine Blood Center,B+,112,9
2025-04-02,Indore,LifeLine Blood Center,B-,32,4
2025-04-02,Indore,LifeLine Blood Center,AB+,90,10
2025-04-02,Indore,LifeLine Blood Center,AB-,13,5
2025-04-02,Indore,LifeLine Blood Center,O+,55,1
2025-04-02,Indore,LifeLine Blood Center,O-,18,3
2025-04-02,Indore,Hope Blood Bank,A+,27,4
2025-04-02,Indore,Hope Blood Bank,A-,36,3
2025-04-02,Indore,Hope Blood Bank,B+,67,6
2025-04-02,Indore,Hope Blood Bank,B-,9,2
2025-04-02,Indore,Hope Blood Bank,AB+,13,2
2025-04-02,Indore,Hope Blood Bank,AB-,16,7
2025-04-02,Indore,Hope Blood Bank,O+,50,7
2025-04-02,Indore,Hope Blood Bank,O-,20,3
2025-04-02,Indore,Metro Blood Bank,A+,21,3
2025-04-02,Indore,Metro Blood Bank,A-,24,10
2025-04-02,Indore,Metro Blood Bank,B+,34,3
2025-04-02,Indore,Metro Blood Bank,B-,26,4
2025-04-02,Indore,Metro Blood Bank,AB+,19,0
2025-04-02,Indore,Metro Blood Bank,AB-,10,2
2025-04-02,Indore,Metro Blood Bank,O+,46,6
2025-04-02,Indore,Metro Blood Bank,O-,21,10
2025-04-02,Jabalpur,Red Cross Blood Bank,A+,54,1
2025-04-02,Jabalpur,Red Cross Blood Bank,A-,22,10
2025-04-02,Jabalpur,Red Cross Blood Bank,B+,62,1
2025-04-02,Jabalpur,Red Cross Blood Bank,B-,25,1
2025-04-02,Jabalpur,Red Cross Blood Bank,AB+,27,7
2025-04-02,Jabalpur,Red Cross Blood Bank,AB-,7,5
2025-04-02,Jabalpur,Red Cross Blood Bank,O+,78,2
2025-04-02,Jabalpur,Red Cross Blood Bank,O-,16,8
2025-04-02,Jabalpur,City Care Blood Bank,A+,69,2
2025-04-02,Jabalpur,City Care Blood Bank,A-,15,3
2025-04-02,Jabalpur,City Care Blood Bank,B+,38,1
2025-04-02,Jabalpur,City Care Blood Bank,B-,22,10
2025-04-02,Jabalpur,City Care Blood Bank,AB+,52,2
2025-04-02,Jabalpur,City Care Blood Bank,AB-,3,4
2025-04-02,Jabalpur,City Care Blood Bank,O+,57,6
2025-04-02,Jabalpur,City Care Blood Bank,O-,8,5
2025-04-02,Jabalpur,LifeLine Blood Center,A+,91,3
2025-04-02,Jabalpur,LifeLine Blood Center,A-,23,5
2025-04-02,Jabalpur,LifeLine Blood Center,B+,83,6
2025-04-02,Jabalpur,LifeLine Blood Center,B-,21,5
2025-04-02,Jabalpur,LifeLine Blood Center,AB+,22,9
2025-04-02,Jabalpur,LifeLine Blood Center,AB-,5,3
2025-04-02,Jabalpur,LifeLine Blood Center,O+,87,7
2025-04-02,Jabalpur,LifeLine Blood Center,O-,16,1
2025-04-02,Jabalpur,Hope Blood Bank,A+,68,3
2025-04-02,Jabalpur,Hope Blood Bank,A-,8,4
2025-04-02,Jabalpur,Hope Blood Bank,B+,18,1
2025-04-02,Jabalpur,Hope Blood Bank,B-,23,3
2025-04-02,Jabalpur,Hope Blood Bank,AB+,76,10
2025-04-02,Jabalpur,Hope Blood Bank,AB-,9,1
2025-04-02,Jabalpur,Hope Blood Bank,O+,21,8
2025-04-02,Jabalpur,Hope Blood Bank,O-,4,9
2025-04-02,Jabalpur,Metro Blood Bank,A+,65,6
2025-04-02,Jabalpur,Metro Blood Bank,A-,22,9
2025-04-02,Jabalpur,Metro Blood Bank,B+,28,3
2025-04-02,Jabalpur,Metro Blood Bank,B-,19,3
2025-04-02,Jabalpur,Metro Blood Bank,AB+,81,10
2025-04-02,Jabalpur,Metro Blood Bank,AB-,0,9
2025-04-02,Jabalpur,Metro Blood Bank,O+,61,4
2025-04-02,Jabalpur,Metro Blood Bank,O-,5,9
2025-04-02,Gwalior,Red Cross Blood Bank,A+,79,1
2025-04-02,Gwalior,Red Cross Blood Bank,A-,17,5
2025-04-02,Gwalior,Red Cross Blood Bank,B+,72,0
2025-04-02,Gwalior,Red Cross Blood Bank,B-,10,8
2025-04-02,Gwalior,Red Cross Blood Bank,AB+,42,2
2025-04-02,Gwalior,Red Cross Blood Bank,AB-,8,5
2025-04-02,Gwalior,Red Cross Blood Bank,O+,38,0
2025-04-02,Gwalior,Red Cross Blood Bank,O-,4,7
2025-04-02,Gwalior,City Care Blood Bank,A+,36,7
2025-04-02,Gwalior,City Care Blood Bank,A-,23,9
2025-04-02,Gwalior,City Care Blood Bank,B+,81,6
2025-04-02,Gwalior,City Care Blood Bank,B-,12,4
2025-04-02,Gwalior,City Care Blood Bank,AB+,89,5
2025-04-02,Gwalior,City Care Blood Bank,AB-,9,1
2025-04-02,Gwalior,City Care Blood Bank,O+,87,0
2025-04-02,Gwalior,City Care Blood Bank,O-,6,8
2025-04-02,Gwalior,LifeLine Blood Center,A+,66,5
2025-04-02,Gwalior,LifeLine Blood Center,A-,16,0
2025-04-02,Gwalior,LifeLine Blood Center,B+,55,9
2025-04-02,Gwalior,LifeLine Blood Center,B-,26,0
2025-04-02,Gwalior,LifeLine Blood Center,AB+,26,2
2025-04-02,Gwalior,LifeLine Blood Center,AB-,13,9
2025-04-02,Gwalior,LifeLine Blood Center,O+,67,4
2025-04-02,Gwalior,LifeLine Blood Center,O-,11,7
2025-04-02,Gwalior,Hope Blood Bank,A+,80,10
2025-04-02,Gwalior,Hope Blood Bank,A-,24,3
2025-04-02,Gwalior,Hope Blood Bank,B+,14,0
2025-04-02,Gwalior,Hope Blood Bank,B-,8,6
2025-04-02,Gwalior,Hope Blood Bank,AB+,77,8
2025-04-02,Gwalior,Hope Blood Bank,AB-,9,8
2025-04-02,Gwalior,Hope Blood Bank,O+,18,5
2025-04-02,Gwalior,Hope Blood Bank,O-,8,0
2025-04-02,Gwalior,Metro Blood Bank,A+,52,7
2025-04-02,Gwalior,Metro Blood Bank,A-,16,5
2025-04-02,Gwalior,Metro Blood Bank,B+,71,8
2025-04-02,Gwalior,Metro Blood Bank,B-,14,6
2025-04-02,Gwalior,Metro Blood Bank,AB+,66,7
2025-04-02,Gwalior,Metro Blood Bank,AB-,16,6
2025-04-02,Gwalior,Metro Blood Bank,O+,75,2
2025-04-02,Gwalior,Metro Blood Bank,O-,18,9
2025-04-02,Ujjain,Red Cross Blood Bank,A+,16,3
2025-04-02,Ujjain,Red Cross Blood Bank,A-,18,7
2025-04-02,Ujjain,Red Cross Blood Bank,B+,67,10
2025-04-02,Ujjain,Red Cross Blood Bank,B-,16,7
2025-04-02,Ujjain,Red Cross Blood Bank,AB+,59,0
2025-04-02,Ujjain,Red Cross Blood Bank,AB-,15,5
2025-04-02,Ujjain,Red Cross Blood Bank,O+,15,0
2025-04-02,Ujjain,Red Cross Blood Bank,O-,8,7
2025-04-02,Ujjain,City Care Blood Bank,A+,40,6
2025-04-02,Ujjain,City Care Blood Bank,A-,20,1
2025-04-02,Ujjain,City Care Blood Bank,B+,19,8
2025-04-02,Ujjain,City Care Blood Bank,B-,11,5
2025-04-02,Ujjain,City Care Blood Bank,AB+,22,6
2025-04-02,Ujjain,City Care Blood Bank,AB-,6,8
2025-04-02,Ujjain,City Care Blood Bank,O+,58,10
2025-04-02,Ujjain,City Care Blood Bank,O-,16,2
2025-04-02,Ujjain,LifeLine Blood Center,A+,16,2
2025-04-02,Ujjain,LifeLine Blood Center,A-,17,8
2025-04-02,Ujjain,LifeLine Blood Center,B+,65,9
2025-04-02,Ujjain,LifeLine Blood Center,B-,11,6
2025-04-02,Ujjain,LifeLine Blood Center,AB+,72,10
2025-04-02,Ujjain,LifeLine Blood Center,AB-,4,6
2025-04-02,Ujjain,LifeLine Blood Center,O+,30,9
2025-04-02,Ujjain,LifeLine Blood Center,O-,10,9
2025-04-02,Ujjain,Hope Blood Bank,A+,72,0
2025-04-02,Ujjain,Hope Blood Bank,A-,22,6
2025-04-02,Ujjain,Hope Blood Bank,B+,8,0
2025-04-02,Ujjain,Hope Blood Bank,B-,10,9
2025-04-02,Ujjain,Hope Blood Bank,AB+,64,1
2025-04-02,Ujjain,Hope Blood Bank,AB-,16,0
2025-04-02,Ujjain,Hope Blood Bank,O+,37,4
2025-04-02,Ujjain,Hope Blood Bank,O-,2,10
2025-04-02,Ujjain,Metro Blood Bank,A+,48,4
2025-04-02,Ujjain,Metro Blood Bank,A-,21,9
2025-04-02,Ujjain,Metro Blood Bank,B+,35,10
2025-04-02,Ujjain,Metro Blood Bank,B-,5,0
2025-04-02,Ujjain,Metro Blood Bank,AB+,77,7
2025-04-02,Ujjain,Metro Blood Bank,AB-,8,8
2025-04-02,Ujjain,Metro Blood Bank,O+,34,4
2025-04-02,Ujjain,Metro Blood Bank,O-,11,0
2025-04-02,Sagar,Red Cross Blood Bank,A+,48,2
2025-04-02,Sagar,Red Cross Blood Bank,A-,5,8
2025-04-02,Sagar,Red Cross Blood Bank,B+,17,0
2025-04-02,Sagar,Red Cross Blood Bank,B-,18,6
2025-04-02,Sagar,Red Cross Blood Bank,AB+,71,9
2025-04-02,Sagar,Red Cross Blood Bank,AB-,2,9
2025-04-02,Sagar,Red Cross Blood Bank,O+,10,4
2025-04-02,Sagar,Red Cross Blood Bank,O-,1,8
2025-04-02,Sagar,City Care Blood Bank,A+,77,6
2025-04-02,Sagar,City Care Blood Bank,A-,5,1
2025-04-02,Sagar,City Care Blood Bank,B+,31,9
2025-04-02,Sagar,City Care Blood Bank,B-,8,10
2025-04-02,Sagar,City Care Blood Bank,AB+,75,8
2025-04-02,Sagar,City Care Blood Bank,AB-,5,0
2025-04-02,Sagar,City Care Blood Bank,O+,50,4
2025-04-02,Sagar,City Care Blood Bank,O-,12,1
2025-04-02,Sagar,LifeLine Blood Center,A+,56,4
2025-04-02,Sagar,LifeLine Blood Center,A-,16,10
2025-04-02,Sagar,LifeLine Blood Center,B+,59,9
2025-04-02,Sagar,LifeLine Blood Center,B-,22,9
2025-04-02,Sagar,LifeLine Blood Center,AB+,72,3
2025-04-02,Sagar,LifeLine Blood Center,AB-,10,5
2025-04-02,Sagar,LifeLine Blood Center,O+,79,5
2025-04-02,Sagar,LifeLine Blood Center,O-,5,3
2025-04-02,Sagar,Hope Blood Bank,A+,32,2
2025-04-02,Sagar,Hope Blood Bank,A-,18,6
2025-04-02,Sagar,Hope Blood Bank,B+,54,7
2025-04-02,Sagar,Hope Blood Bank,B-,18,2
2025-04-02,Sagar,Hope Blood Bank,AB+,34,3
2025-04-02,Sagar,Hope Blood Bank,AB-,13,9
2025-04-02,Sagar,Hope Blood Bank,O+,42,6
2025-04-02,Sagar,Hope Blood Bank,O-,6,1
2025-04-02,Sagar,Metro Blood Bank,A+,56,3
2025-04-02,Sagar,Metro Blood Bank,A-,5,6
2025-04-02,Sagar,Metro Blood Bank,B+,74,10
2025-04-02,Sagar,Metro Blood Bank,B-,13,2
2025-04-02,Sagar,Metro Blood Bank,AB+,19,10
2025-04-02,Sagar,Metro Blood Bank,AB-,17,4
2025-04-02,Sagar,Metro Blood Bank,O+,22,8
2025-04-02,Sagar,Metro Blood Bank,O-,2,4
2025-04-03,Bhopal,Red Cross Blood Bank,A+,73,7
2025-04-03,Bhopal,Red Cross Blood Bank,A-,33,0
2025-04-03,Bhopal,Red Cross Blood Bank,B+,73,1
2025-04-03,Bhopal,Red Cross Blood Bank,B-,35,2
2025-04-03,Bhopal,Red Cross Blood Bank,AB+,45,6
2025-04-03,Bhopal,Red Cross Blood Bank,AB-,15,1
2025-04-03,Bhopal,Red Cross Blood Bank,O+,97,9
2025-04-03,Bhopal,Red Cross Blood Bank,O-,15,4
2025-04-03,Bhopal,City Care Blood Bank,A+,68,0
2025-04-03,Bhopal,City Care Blood Bank,A-,13,4
2025-04-03,Bhopal,City Care Blood Bank,B+,95,4
2025-04-03,Bhopal,City Care Blood Bank,B-,33,10
2025-04-03,Bhopal,City Care Blood Bank,AB+,70,9
2025-04-03,Bhopal,City Care Blood Bank,AB-,25,3
2025-04-03,Bhopal,City Care Blood Bank,O+,81,9
2025-04-03,Bhopal,City Care Blood Bank,O-,6,7
2025-04-03,Bhopal,LifeLine Blood Center,A+,78,4
2025-04-03,Bhopal,LifeLine Blood Center,A-,8,6
2025-04-03,Bhopal,LifeLine Blood Center,B+,57,0
2025-04-03,Bhopal,LifeLine Blood Center,B-,32,2
2025-04-03,Bhopal,LifeLine Blood Center,AB+,110,7
2025-04-03,Bhopal,LifeLine Blood Center,AB-,11,8
2025-04-03,Bhopal,LifeLine Blood Center,O+,37,1
2025-04-03,Bhopal,LifeLine Blood Center,O-,13,10
2025-04-03,Bhopal,Hope Blood Bank,A+,116,8
2025-04-03,Bhopal,Hope Blood Bank,A-,23,3
2025-04-03,Bhopal,Hope Blood Bank,B+,22,1
2025-04-03,Bhopal,Hope Blood Bank,B-,17,4
2025-04-03,Bhopal,Hope Blood Bank,AB+,121,6
2025-04-03,Bhopal,Hope Blood Bank,AB-,8,1
2025-04-03,Bhopal,Hope Blood Bank,O+,28,9
2025-04-03,Bhopal,Hope Blood Bank,O-,22,2
2025-04-03,Bhopal,Metro Blood Bank,A+,103,8
2025-04-03,Bhopal,Metro Blood Bank,A-,16,1
2025-04-03,Bhopal,Metro Blood Bank,B+,37,6
2025-04-03,Bhopal,Metro Blood Bank,B-,31,8
2025-04-03,Bhopal,Metro Blood Bank,AB+,116,9
2025-04-03,Bhopal,Metro Blood Bank,AB-,6,2
2025-04-03,Bhopal,Metro Blood Bank,O+,125,4
2025-04-03,Bhopal,Metro Blood Bank,O-,2,10
2025-04-03,Indore,Red Cross Blood Bank,A+,87,8
2025-04-03,Indore,Red Cross Blood Bank,A-,27,6
2025-04-03,Indore,Red Cross Blood Bank,B+,36,1
2025-04-03,Indore,Red Cross Blood Bank,B-,9,5
2025-04-03,Indore,Red Cross Blood Bank,AB+,51,1
2025-04-03,Indore,Red Cross Blood Bank,AB-,1,3
2025-04-03,Indore,Red Cross Blood Bank,O+,18,1
2025-04-03,Indore,Red Cross Blood Bank,O-,21,6
2025-04-03,Indore,City Care Blood Bank,A+,33,6
2025-04-03,Indore,City Care Blood Bank,A-,25,3
2025-04-03,Indore,City Care Blood Bank,B+,120,9
2025-04-03,Indore,City Care Blood Bank,B-,16,2
2025-04-03,Indore,City Care Blood Bank,AB+,52,4
2025-04-03,Indore,City Care Blood Bank,AB-,16,7
2025-04-03,Indore,City Care Blood Bank,O+,15,5
2025-04-03,Indore,City Care Blood Bank,O-,14,7
2025-04-03,Indore,LifeLine Blood Center,A+,46,2
2025-04-03,Indore,LifeLine Blood Center,A-,10,2
2025-04-03,Indore,LifeLine Blood Center,B+,13,3
2025-04-03,Indore,LifeLine Blood Center,B-,30,2
2025-04-03,Indore,LifeLine Blood Center,AB+,87,1
2025-04-03,Indore,LifeLine Blood Center,AB-,19,2
2025-04-03,Indore,LifeLine Blood Center,O+,42,8
2025-04-03,Indore,LifeLine Blood Center,O-,24,9
2025-04-03,Indore,Hope Blood Bank,A+,88,0
2025-04-03,Indore,Hope Blood Bank,A-,19,7
2025-04-03,Indore,Hope Blood Bank,B+,14,5
2025-04-03,Indore,Hope Blood Bank,B-,21,8
2025-04-03,Indore,Hope Blood Bank,AB+,116,7
2025-04-03,Indore,Hope Blood Bank,AB-,9,2
2025-04-03,Indore,Hope Blood Bank,O+,117,9
2025-04-03,Indore,Hope Blood Bank,O-,12,6
2025-04-03,Indore,Metro Blood Bank,A+,43,8
2025-04-03,Indore,Metro Blood Bank,A-,6,9
2025-04-03,Indore,Metro Blood Bank,B+,26,5
2025-04-03,Indore,Metro Blood Bank,B-,21,1
2025-04-03,Indore,Metro Blood Bank,AB+,32,5
2025-04-03,Indore,Metro Blood Bank,AB-,7,5
2025-04-03,Indore,Metro Blood Bank,O+,108,8
2025-04-03,Indore,Metro Blood Bank,O-,22,1
2025-04-03,Jabalpur,Red Cross Blood Bank,A+,33,4
2025-04-03,Jabalpur,Red Cross Blood Bank,A-,9,1
2025-04-03,Jabalpur,Red Cross Blood Bank,B+,47,4
2025-04-03,Jabalpur,Red Cross Blood Bank,B-,16,8
2025-04-03,Jabalpur,Red Cross Blood Bank,AB+,23,2
2025-04-03,Jabalpur,Red Cross Blood Bank,AB-,11,10
2025-04-03,Jabalpur,Red Cross Blood Bank,O+,42,5
2025-04-03,Jabalpur,Red Cross Blood Bank,O-,15,5
2025-04-03,Jabalpur,City Care Blood Bank,A+,24,5
2025-04-03,Jabalpur,City Care Blood Bank,A-,26,9
2025-04-03,Jabalpur,City Care Blood Bank,B+,84,8
2025-04-03,Jabalpur,City Care Blood Bank,B-,19,7
2025-04-03,Jabalpur,City Care Blood Bank,AB+,22,4
2025-04-03,Jabalpur,City Care Blood Bank,AB-,7,3
2025-04-03,Jabalpur,City Care Blood Bank,O+,19,7
2025-04-03,Jabalpur,City Care Blood Bank,O-,7,6
2025-04-03,Jabalpur,LifeLine Blood Center,A+,19,0
2025-04-03,Jabalpur,LifeLine Blood Center,A-,12,9
2025-04-03,Jabalpur,LifeLine Blood Center,B+,85,8
2025-04-03,Jabalpur,LifeLine Blood Center,B-,10,4
2025-04-03,Jabalpur,LifeLine Blood Center,AB+,36,8
2025-04-03,Jabalpur,LifeLine Blood Center,AB-,12,9
2025-04-03,Jabalpur,LifeLine Blood Center,O+,94,6
2025-04-03,Jabalpur,LifeLine Blood Center,O-,10,2
2025-04-03,Jabalpur,Hope Blood Bank,A+,15,0
2025-04-03,Jabalpur,Hope Blood Bank,A-,26,5
2025-04-03,Jabalpur,Hope Blood Bank,B+,64,7
2025-04-03,Jabalpur,Hope Blood Bank,B-,19,6
2025-04-03,Jabalpur,Hope Blood Bank,AB+,29,0
2025-04-03,Jabalpur,Hope Blood Bank,AB-,3,9
2025-04-03,Jabalpur,Hope Blood Bank,O+,59,10
2025-04-03,Jabalpur,Hope Blood Bank,O-,7,3
2025-04-03,Jabalpur,Metro Blood Bank,A+,70,10
2025-04-03,Jabalpur,Metro Blood Bank,A-,19,6
2025-04-03,Jabalpur,Metro Blood Bank,B+,55,10
2025-04-03,Jabalpur,Metro Blood Bank,B-,14,6
2025-04-03,Jabalpur,Metro Blood Bank,AB+,66,5
2025-04-03,Jabalpur,Metro Blood Bank,AB-,16,1
2025-04-03,Jabalpur,Metro Blood Bank,O+,42,10
2025-04-03,Jabalpur,Metro Blood Bank,O-,11,1
2025-04-03,Gwalior,Red Cross Blood Bank,A+,87,9
2025-04-03,Gwalior,Red Cross Blood Bank,A-,27,4
2025-04-03,Gwalior,Red Cross Blood Bank,B+,45,0
2025-04-03,Gwalior,Red Cross Blood Bank,B-,14,3
2025-04-03,Gwalior,Red Cross Blood Bank,AB+,29,2
2025-04-03,Gwalior,Red Cross Blood Bank,AB-,10,3
2025-04-03,Gwalior,Red Cross Blood Bank,O+,20,5
2025-04-03,Gwalior,Red Cross Blood Bank,O-,6,9
2025-04-03,Gwalior,City Care Blood Bank,A+,13,8
2025-04-03,Gwalior,City Care Blood Bank,A-,23,1
2025-04-03,Gwalior,City Care Blood Bank,B+,42,1
2025-04-03,Gwalior,City Care Blood Bank,B-,7,0
2025-04-03,Gwalior,City Care Blood Bank,AB+,43,4
2025-04-03,Gwalior,City Care Blood Bank,AB-,10,1
2025-04-03,Gwalior,City Care Blood Bank,O+,69,9
2025-04-03,Gwalior,City Care Blood Bank,O-,5,8
2025-04-03,Gwalior,LifeLine Blood Center,A+,21,9
2025-04-03,Gwalior,LifeLine Blood Center,A-,24,1
2025-04-03,Gwalior,LifeLine Blood Center,B+,26,7
2025-04-03,Gwalior,LifeLine Blood Center,B-,17,3
2025-04-03,Gwalior,LifeLine Blood Center,AB+,98,9
2025-04-03,Gwalior,LifeLine Blood Center,AB-,0,7
2025-04-03,Gwalior,LifeLine Blood Center,O+,46,0
2025-04-03,Gwalior,LifeLine Blood Center,O-,15,1
2025-04-03,Gwalior,Hope Blood Bank,A+,51,9
2025-04-03,Gwalior,Hope Blood Bank,A-,7,3
2025-04-03,Gwalior,Hope Blood Bank,B+,93,3
2025-04-03,Gwalior,Hope Blood Bank,B-,27,7
2025-04-03,Gwalior,Hope Blood Bank,AB+,25,7
2025-04-03,Gwalior,Hope Blood Bank,AB-,14,4
2025-04-03,Gwalior,Hope Blood Bank,O+,86,7
2025-04-03,Gwalior,Hope Blood Bank,O-,14,6
2025-04-03,Gwalior,Metro Blood Bank,A+,71,3
2025-04-03,Gwalior,Metro Blood Bank,A-,10,10
2025-04-03,Gwalior,Metro Blood Bank,B+,47,7
2025-04-03,Gwalior,Metro Blood Bank,B-,25,10
2025-04-03,Gwalior,Metro Blood Bank,AB+,62,0
2025-04-03,Gwalior,Metro Blood Bank,AB-,20,1
2025-04-03,Gwalior,Metro Blood Bank,O+,21,3
2025-04-03,Gwalior,Metro Blood Bank,O-,10,9
2025-04-03,Ujjain,Red Cross Blood Bank,A+,36,8
2025-04-03,Ujjain,Red Cross Blood Bank,A-,12,0
2025-04-03,Ujjain,Red Cross Blood Bank,B+,28,9
2025-04-03,Ujjain,Red Cross Blood Bank,B-,18,4
2025-04-03,Ujjain,Red Cross Blood Bank,AB+,28,6
2025-04-03,Ujjain,Red Cross Blood Bank,AB-,1,7
2025-04-03,Ujjain,Red Cross Blood Bank,O+,68,9
2025-04-03,Ujjain,Red Cross Blood Bank,O-,10,9
2025-04-03,Ujjain,City Care Blood Bank,A+,39,7
2025-04-03,Ujjain,City Care Blood Bank,A-,17,9
2025-04-03,Ujjain,City Care Blood Bank,B+,24,2
2025-04-03,Ujjain,City Care Blood Bank,B-,23,9
2025-04-03,Ujjain,City Care Blood Bank,AB+,8,5
2025-04-03,Ujjain,City Care Blood Bank,AB-,6,0
2025-04-03,Ujjain,City Care Blood Bank,O+,44,9
2025-04-03,Ujjain,City Care Blood Bank,O-,8,5
2025-04-03,Ujjain,LifeLine Blood Center,A+,28,2
2025-04-03,Ujjain,LifeLine Blood Center,A-,10,1
2025-04-03,Ujjain,LifeLine Blood Center,B+,46,3
2025-04-03,Ujjain,LifeLine Blood Center,B-,14,10
2025-04-03,Ujjain,LifeLine Blood Center,AB+,23,10
2025-04-03,Ujjain,LifeLine Blood Center,AB-,15,3
2025-04-03,Ujjain,LifeLine Blood Center,O+,43,1
2025-04-03,Ujjain,LifeLine Blood Center,O-,8,4
2025-04-03,Ujjain,Hope Blood Bank,A+,71,8
2025-04-03,Ujjain,Hope Blood Bank,A-,24,2
2025-04-03,Ujjain,Hope Blood Bank,B+,64,9
2025-04-03,Ujjain,Hope Blood Bank,B-,7,7
2025-04-03,Ujjain,Hope Blood Bank,AB+,8,8
2025-04-03,Ujjain,Hope Blood Bank,AB-,0,9
2025-04-03,Ujjain,Hope Blood Bank,O+,63,1
2025-04-03,Ujjain,Hope Blood Bank,O-,14,10
2025-04-03,Ujjain,Metro Blood Bank,A+,15,6
2025-04-03,Ujjain,Metro Blood Bank,A-,14,3
2025-04-03,Ujjain,Metro Blood Bank,B+,44,10
2025-04-03,Ujjain,Metro Blood Bank,B-,10,2
2025-04-03,Ujjain,Metro Blood Bank,AB+,55,9
2025-04-03,Ujjain,Metro Blood Bank,AB-,5,8
2025-04-03,Ujjain,Metro Blood Bank,O+,35,1
2025-04-03,Ujjain,Metro Blood Bank,O-,16,3
2025-04-03,Sagar,Red Cross Blood Bank,A+,20,3
2025-04-03,Sagar,Red Cross Blood Bank,A-,18,3
2025-04-03,Sagar,Red Cross Blood Bank,B+,18,1
2025-04-03,Sagar,Red Cross Blood Bank,B-,12,6
2025-04-03,Sagar,Red Cross Blood Bank,AB+,9,0
2025-04-03,Sagar,Red Cross Blood Bank,AB-,16,5
2025-04-03,Sagar,Red Cross Blood Bank,O+,12,3
2025-04-03,Sagar,Red Cross Blood Bank,O-,12,1
2025-04-03,Sagar,City Care Blood Bank,A+,42,1
2025-04-03,Sagar,City Care Blood Bank,A-,9,8
2025-04-03,Sagar,City Care Blood Bank,B+,60,10
2025-04-03,Sagar,City Care Blood Bank,B-,17,10
2025-04-03,Sagar,City Care Blood Bank,AB+,68,2
2025-04-03,Sagar,City Care Blood Bank,AB-,10,8
2025-04-03,Sagar,City Care Blood Bank,O+,50,0
2025-04-03,Sagar,City Care Blood Bank,O-,4,10
2025-04-03,Sagar,LifeLine Blood Center,A+,17,1
2025-04-03,Sagar,LifeLine Blood Center,A-,11,1
2025-04-03,Sagar,LifeLine Blood Center,B+,83,10
2025-04-03,Sagar,LifeLine Blood Center,B-,15,7
2025-04-03,Sagar,LifeLine Blood Center,AB+,60,2
2025-04-03,Sagar,LifeLine Blood Center,AB-,1,7
2025-04-03,Sagar,LifeLine Blood Center,O+,80,0
2025-04-03,Sagar,LifeLine Blood Center,O-,15,4
2025-04-03,Sagar,Hope Blood Bank,A+,81,2
2025-04-03,Sagar,Hope Blood Bank,A-,22,1
